"ProviderName","Address","PhoneNumber","stLevel","cityLevel","zip","country","city","state","stateAbb","county","lat","lon","COUNTYNAME","STATE","STCOUNTYFP","CLASSFP","dupeLocation"
"Twin Rivers Urgent Care,LLC","720 North Webb Road  Grand Island, NE   ZIP 68803","(308) 384-2500","https://urgentcarelist.com/directory/state-ne-nebraska","https://urgentcarelist.com/directory/urgent-care-in-grand-island-nebraska","68803","US","Grand Island","Nebraska","NE","Hall",40.9286,-98.3873,"Hall County","NE",31079,"H1",FALSE
"Twin Rivers Urgent Care,LLC","720 North Webb Road  Grand Island, NE   ZIP 68803","(308) 384-2500","https://urgentcarelist.com/directory/state-ne-nebraska","https://urgentcarelist.com/directory/urgent-care-in-grand-island-nebraska","68803","US","Grand Island","Nebraska","NE","Hall",40.9286,-98.3873,"Howard County","NE",31093,"H1",TRUE
"Sarpy Urgent Care","1219 Applewood Drive  Papillion, NE   ZIP 68046","(402) 502-0602","https://urgentcarelist.com/directory/state-ne-nebraska","https://urgentcarelist.com/directory/urgent-care-in-papillion-nebraska","68046","US","Papillion","Nebraska","NE","Sarpy",41.1523,-96.0371,"Sarpy County","NE",31153,"H1",FALSE
"Urgent Care of Papillion","8419 South 73rd Plaza #101  Papillion, NE   ZIP 68046","(402) 991-9060","https://urgentcarelist.com/directory/state-ne-nebraska","https://urgentcarelist.com/directory/urgent-care-in-papillion-nebraska","68046","US","Papillion","Nebraska","NE","Sarpy",41.1523,-96.0371,"Sarpy County","NE",31153,"H1",FALSE
"Columbus Urgent Care LLC","3100 23rd Street #T  Columbus, NE   ZIP 68601","(402) 562-5400","https://urgentcarelist.com/directory/state-ne-nebraska","https://urgentcarelist.com/directory/urgent-care-in-columbus-nebraska","68601","US","Columbus","Nebraska","NE","Platte",41.4297,-97.3684,"Butler County","NE",31023,"H1",FALSE
"Columbus Urgent Care LLC","3100 23rd Street #T  Columbus, NE   ZIP 68601","(402) 562-5400","https://urgentcarelist.com/directory/state-ne-nebraska","https://urgentcarelist.com/directory/urgent-care-in-columbus-nebraska","68601","US","Columbus","Nebraska","NE","Platte",41.4297,-97.3684,"Colfax County","NE",31037,"H1",TRUE
"Columbus Urgent Care LLC","3100 23rd Street #T  Columbus, NE   ZIP 68601","(402) 562-5400","https://urgentcarelist.com/directory/state-ne-nebraska","https://urgentcarelist.com/directory/urgent-care-in-columbus-nebraska","68601","US","Columbus","Nebraska","NE","Platte",41.4297,-97.3684,"Platte County","NE",31141,"H1",TRUE
"Columbus Urgent Care LLC","3100 23rd Street #T  Columbus, NE   ZIP 68601","(402) 562-5400","https://urgentcarelist.com/directory/state-ne-nebraska","https://urgentcarelist.com/directory/urgent-care-in-columbus-nebraska","68601","US","Columbus","Nebraska","NE","Platte",41.4297,-97.3684,"Polk County","NE",31143,"H1",TRUE
"Urgent Care of Fremont","415 East 23rd Street  Fremont, NE   ZIP 68025","(402) 727-7191","https://urgentcarelist.com/directory/state-ne-nebraska","https://urgentcarelist.com/directory/urgent-care-in-fremont-nebraska","68025","US","Fremont","Nebraska","NE","Dodge",41.4416,-96.4945,"Dodge County","NE",31053,"H1",FALSE
"Urgent Care of Fremont","415 East 23rd Street  Fremont, NE   ZIP 68025","(402) 727-7191","https://urgentcarelist.com/directory/state-ne-nebraska","https://urgentcarelist.com/directory/urgent-care-in-fremont-nebraska","68025","US","Fremont","Nebraska","NE","Dodge",41.4416,-96.4945,"Saunders County","NE",31155,"H1",TRUE
"Urgent Care of Fremont","415 East 23rd Street  Fremont, NE   ZIP 68025","(402) 727-7191","https://urgentcarelist.com/directory/state-ne-nebraska","https://urgentcarelist.com/directory/urgent-care-in-fremont-nebraska","68025","US","Fremont","Nebraska","NE","Dodge",41.4416,-96.4945,"Washington County","NE",31177,"H1",TRUE
"Kearney Urgent Care","211 West 33rd Street  Kearney, NE   ZIP 68845","(308) 865-2141","https://urgentcarelist.com/directory/state-ne-nebraska","https://urgentcarelist.com/directory/urgent-care-in-kearney-nebraska","68845","US","Kearney","Nebraska","NE","Buffalo",40.7514,-99.1291,"Buffalo County","NE",31019,"H1",FALSE
"Kearney Urgent Care","211 West 33rd Street  Kearney, NE   ZIP 68845","(308) 865-2141","https://urgentcarelist.com/directory/state-ne-nebraska","https://urgentcarelist.com/directory/urgent-care-in-kearney-nebraska","68845","US","Kearney","Nebraska","NE","Buffalo",40.7514,-99.1291,"Kearney County","NE",31099,"H1",TRUE
"Kearney Urgent Care","211 West 33rd Street  Kearney, NE   ZIP 68845","(308) 865-2141","https://urgentcarelist.com/directory/state-ne-nebraska","https://urgentcarelist.com/directory/urgent-care-in-kearney-nebraska","68845","US","Kearney","Nebraska","NE","Buffalo",40.7514,-99.1291,"Phelps County","NE",31137,"H1",TRUE
"Alegent Creighton Clinic Urgent Care La Vista","8248 S 96th St #100  La Vista, NE   ZIP 68128","(402) 717-9580","https://urgentcarelist.com/directory/state-ne-nebraska","https://urgentcarelist.com/directory/urgent-care-in-la-vista-nebraska","68128","US","La Vista","Nebraska","NE","Sarpy",41.1814,-96.0658,"Douglas County","NE",31055,"H1",FALSE
"Alegent Creighton Clinic Urgent Care La Vista","8248 S 96th St #100  La Vista, NE   ZIP 68128","(402) 717-9580","https://urgentcarelist.com/directory/state-ne-nebraska","https://urgentcarelist.com/directory/urgent-care-in-la-vista-nebraska","68128","US","La Vista","Nebraska","NE","Sarpy",41.1814,-96.0658,"Sarpy County","NE",31153,"H1",TRUE
"Quality Urgent Care","3 Bison Holiday Drive  McCook, NE   ZIP 69001","(308) 345-7036","https://urgentcarelist.com/directory/state-ne-nebraska","https://urgentcarelist.com/directory/urgent-care-in-mccook-nebraska","69001","US","Mc Cook","Nebraska","NE","Red Willow",40.2049,-100.6279,"Frontier County","NE",31063,"H1",FALSE
"Quality Urgent Care","3 Bison Holiday Drive  McCook, NE   ZIP 69001","(308) 345-7036","https://urgentcarelist.com/directory/state-ne-nebraska","https://urgentcarelist.com/directory/urgent-care-in-mccook-nebraska","69001","US","Mc Cook","Nebraska","NE","Red Willow",40.2049,-100.6279,"Hitchcock County","NE",31087,"H1",TRUE
"Quality Urgent Care","3 Bison Holiday Drive  McCook, NE   ZIP 69001","(308) 345-7036","https://urgentcarelist.com/directory/state-ne-nebraska","https://urgentcarelist.com/directory/urgent-care-in-mccook-nebraska","69001","US","Mc Cook","Nebraska","NE","Red Willow",40.2049,-100.6279,"Red Willow County","NE",31145,"H1",TRUE
"Urgent Care of Norfolk","2024 Pasewalk Avenue  Norfolk, NE   ZIP 68701","(402) 844-3830","https://urgentcarelist.com/directory/state-ne-nebraska","https://urgentcarelist.com/directory/urgent-care-in-norfolk-nebraska","68701","US","Norfolk","Nebraska","NE","Madison",42.0329,-97.4229,"Madison County","NE",31119,"H1",FALSE
"Urgent Care of Norfolk","2024 Pasewalk Avenue  Norfolk, NE   ZIP 68701","(402) 844-3830","https://urgentcarelist.com/directory/state-ne-nebraska","https://urgentcarelist.com/directory/urgent-care-in-norfolk-nebraska","68701","US","Norfolk","Nebraska","NE","Madison",42.0329,-97.4229,"Pierce County","NE",31139,"H1",TRUE
"Urgent Care of Norfolk","2024 Pasewalk Avenue  Norfolk, NE   ZIP 68701","(402) 844-3830","https://urgentcarelist.com/directory/state-ne-nebraska","https://urgentcarelist.com/directory/urgent-care-in-norfolk-nebraska","68701","US","Norfolk","Nebraska","NE","Madison",42.0329,-97.4229,"Stanton County","NE",31167,"H1",TRUE
"Twin Rivers Urgent Care","220 West Leota Street ## 2  North Platte, NE   ZIP 69101","(308) 534-2900","https://urgentcarelist.com/directory/state-ne-nebraska","https://urgentcarelist.com/directory/urgent-care-in-north-platte-nebraska","69101","US","North Platte","Nebraska","NE","Lincoln",41.1326,-100.7746,"Lincoln County","NE",31111,"H1",FALSE
"Twin Rivers Urgent Care","220 West Leota Street ## 2  North Platte, NE   ZIP 69101","(308) 534-2900","https://urgentcarelist.com/directory/state-ne-nebraska","https://urgentcarelist.com/directory/urgent-care-in-north-platte-nebraska","69101","US","North Platte","Nebraska","NE","Lincoln",41.1326,-100.7746,"McPherson County","NE",31117,"H1",TRUE
"Plattsmouth Urgent Care","211 S 23rd St  Plattsmouth, NE   ZIP 68048","(402) 296-5100","https://urgentcarelist.com/directory/state-ne-nebraska","https://urgentcarelist.com/directory/urgent-care-in-plattsmouth-nebraska","68048","US","Plattsmouth","Nebraska","NE","Cass",40.9992,-95.9139,"Cass County","NE",31025,"H1",FALSE
"Family Physician Urgent Care","3011 Avenue B  Scottsbluff, NE   ZIP 69361","(308) 632-2215","https://urgentcarelist.com/directory/state-ne-nebraska","https://urgentcarelist.com/directory/urgent-care-in-scottsbluff-nebraska","69361","US","Scottsbluff","Nebraska","NE","Scotts Bluff",41.872,-103.6619,"Scotts Bluff County","NE",31157,"H1",FALSE
"Family Physician Urgent Care","3011 Avenue B  Scottsbluff, NE   ZIP 69361","(308) 632-2215","https://urgentcarelist.com/directory/state-ne-nebraska","https://urgentcarelist.com/directory/urgent-care-in-scottsbluff-nebraska","69361","US","Scottsbluff","Nebraska","NE","Scotts Bluff",41.872,-103.6619,"Sioux County","NE",31165,"H1",TRUE
"Urgent Care of Wahoo","567 West 15th Street  Wahoo, NE   ZIP 68066","(402) 277-7054","https://urgentcarelist.com/directory/state-ne-nebraska","https://urgentcarelist.com/directory/urgent-care-in-wahoo-nebraska","68066","US","Wahoo","Nebraska","NE","Saunders",41.2117,-96.6219,"Saunders County","NE",31155,"H1",FALSE
"Waverly Health Care Urgent Cr","13220 Callum Drive ## 4  Waverly, NE   ZIP 68462","(402) 786-5563","https://urgentcarelist.com/directory/state-ne-nebraska","https://urgentcarelist.com/directory/urgent-care-in-waverly-nebraska","68462","US","Waverly","Nebraska","NE","Lancaster",40.9222,-96.526,"Cass County","NE",31025,"H1",FALSE
"Waverly Health Care Urgent Cr","13220 Callum Drive ## 4  Waverly, NE   ZIP 68462","(402) 786-5563","https://urgentcarelist.com/directory/state-ne-nebraska","https://urgentcarelist.com/directory/urgent-care-in-waverly-nebraska","68462","US","Waverly","Nebraska","NE","Lancaster",40.9222,-96.526,"Lancaster County","NE",31109,"H1",TRUE
"Urgent Care of York","401 North Lincoln Avenue  York, NE   ZIP 68467","(402) 745-6279","https://urgentcarelist.com/directory/state-ne-nebraska","https://urgentcarelist.com/directory/urgent-care-in-york-nebraska","68467","US","York","Nebraska","NE","York",40.8667,-97.5825,"York County","NE",31185,"H1",FALSE
"Advanced Urgent Care","9975 South Eastern Avenue #Suite 110  Las Vegas, NV   ZIP 89183","(702) 361-2273","https://urgentcarelist.com/directory/state-nv-nevada","https://urgentcarelist.com/directory/urgent-care-in-las-vegas-nevada","89183","US","Las Vegas","Nevada","NV","Clark",35.9959,-115.1576,"Clark County","NV",32003,"H1",FALSE
"Concentra Urgent Care - Las Vegas Paradise","3900 Paradise Road  Las Vegas, NV   ZIP 89169","(702) 369-0560","https://urgentcarelist.com/directory/state-nv-nevada","https://urgentcarelist.com/directory/urgent-care-in-las-vegas-nevada","89169","US","Las Vegas","Nevada","NV","Clark",36.1234,-115.1429,"Clark County","NV",32003,"H1",FALSE
"Concentra Urgent Care - Las Vegas Polaris","5850 Polaris Avenue #100  Las Vegas, NV   ZIP 89118","(702) 739-9957","https://urgentcarelist.com/directory/state-nv-nevada","https://urgentcarelist.com/directory/urgent-care-in-las-vegas-nevada","89118","US","Las Vegas","Nevada","NV","Clark",36.0811,-115.2169,"Clark County","NV",32003,"H1",FALSE
"Las Vegas Strip Urgent Care","4080 Paradise Road #15  Las Vegas, NV   ZIP 89169","(702) 677-2644","https://urgentcarelist.com/directory/state-nv-nevada","https://urgentcarelist.com/directory/urgent-care-in-las-vegas-nevada","89169","US","Las Vegas","Nevada","NV","Clark",36.1234,-115.1429,"Clark County","NV",32003,"H1",FALSE
"Las Vegas Urgent Care","2901 North Tenaya Way #200  Las Vegas, NV   ZIP 89128","(702) 852-2000","https://urgentcarelist.com/directory/state-nv-nevada","https://urgentcarelist.com/directory/urgent-care-in-las-vegas-nevada","89128","US","Las Vegas","Nevada","NV","Clark",36.1968,-115.2644,"Clark County","NV",32003,"H1",FALSE
"Parkway Urgent Care","8530 W Sunset Rd  Las Vegas, NV   ZIP 89113","","https://urgentcarelist.com/directory/state-nv-nevada","https://urgentcarelist.com/directory/urgent-care-in-las-vegas-nevada","89113","US","Las Vegas","Nevada","NV","Clark",36.0854,-115.2566,"Clark County","NV",32003,"H1",FALSE
"Quick Care Las Vegas Urgent Care","3111 South Maryland Parkway  Las Vegas, NV   ZIP 89109","(702) 732-7407","https://urgentcarelist.com/directory/state-nv-nevada","https://urgentcarelist.com/directory/urgent-care-in-las-vegas-nevada","89109","US","Las Vegas","Nevada","NV","Clark",36.126,-115.1454,"Clark County","NV",32003,"H1",FALSE
"Santa Rosa Urgent Care","4161 South Eastern Avenue  Las Vegas, NV   ZIP 89119","(702) 693-6222","https://urgentcarelist.com/directory/state-nv-nevada","https://urgentcarelist.com/directory/urgent-care-in-las-vegas-nevada","89119","US","Las Vegas","Nevada","NV","Clark",36.1008,-115.1365,"Clark County","NV",32003,"H1",FALSE
"United Care Centers URGENT CARE","5950 South Durango Drive  Las Vegas, NV   ZIP 89113","(702) 272-0500","https://urgentcarelist.com/directory/state-nv-nevada","https://urgentcarelist.com/directory/urgent-care-in-las-vegas-nevada","89113","US","Las Vegas","Nevada","NV","Clark",36.0854,-115.2566,"Clark County","NV",32003,"H1",FALSE
"University Urgent Care","2628 West Charleston Boulevard  Las Vegas, NV   ZIP 89102","(702) 644-2273","https://urgentcarelist.com/directory/state-nv-nevada","https://urgentcarelist.com/directory/urgent-care-in-las-vegas-nevada","89102","US","Las Vegas","Nevada","NV","Clark",36.1433,-115.2004,"Clark County","NV",32003,"H1",FALSE
"Urgent Care Extra","4575 W Charleston Blvd  Las Vegas, NV   ZIP 89102","(702) 877-8777","https://urgentcarelist.com/directory/state-nv-nevada","https://urgentcarelist.com/directory/urgent-care-in-las-vegas-nevada","89102","US","Las Vegas","Nevada","NV","Clark",36.1433,-115.2004,"Clark County","NV",32003,"H1",FALSE
"Urgent Care Extra","6125 West Tropicana Avenue, Suite A, Las Vegas, NV 89103, United States  Las Vegas, NV   ZIP 89103","(702) 701-8900","https://urgentcarelist.com/directory/state-nv-nevada","https://urgentcarelist.com/directory/urgent-care-in-las-vegas-nevada","89103","US","Las Vegas","Nevada","NV","Clark",36.1149,-115.2161,"Clark County","NV",32003,"H1",FALSE
"Urgent Care Extra","8300 West Cheyenne Avenue #106  Las Vegas, NV   ZIP 89129","(702) 656-0911","https://urgentcarelist.com/directory/state-nv-nevada","https://urgentcarelist.com/directory/urgent-care-in-las-vegas-nevada","89129","US","Las Vegas","Nevada","NV","Clark",36.245,-115.2743,"Clark County","NV",32003,"H1",FALSE
"Urgent Care Extra","4900 W Craig Rd  Las Vegas, NV   ZIP 89130","(702) 901-8230","https://urgentcarelist.com/directory/state-nv-nevada","https://urgentcarelist.com/directory/urgent-care-in-las-vegas-nevada","89130","US","Las Vegas","Nevada","NV","Clark",36.2471,-115.221,"Clark County","NV",32003,"H1",FALSE
"Urgent Care Extra","4705 S Durango Dr  Las Vegas, NV   ZIP 89147","(702) 701-9509","https://urgentcarelist.com/directory/state-nv-nevada","https://urgentcarelist.com/directory/urgent-care-in-las-vegas-nevada","89147","US","Las Vegas","Nevada","NV","Clark",36.1128,-115.2801,"Clark County","NV",32003,"H1",FALSE
"Vegas On-Call Urgent Care Doctors","3565 South Las Vegas Boulevard #Suite 278  Las Vegas, NV   ZIP 89109","(702) 499-9952","https://urgentcarelist.com/directory/state-nv-nevada","https://urgentcarelist.com/directory/urgent-care-in-las-vegas-nevada","89109","US","Las Vegas","Nevada","NV","Clark",36.126,-115.1454,"Clark County","NV",32003,"H1",FALSE
"Wilcox Longevity and Urgent Care Medical Center","10120 South Eastern Avenue  Las Vegas, NV   ZIP 89052","(702) 253-9300","https://urgentcarelist.com/directory/state-nv-nevada","https://urgentcarelist.com/directory/urgent-care-in-las-vegas-nevada","89052","US","Henderson","Nevada","NV","Clark",35.9878,-115.1167,"Clark County","NV",32003,"H1",FALSE
"Wilcox Longevity and Urgent Care Medical Center","3211 W Charleston Blvd  Las Vegas, NV   ZIP 89102","(702) 253-9300","https://urgentcarelist.com/directory/state-nv-nevada","https://urgentcarelist.com/directory/urgent-care-in-las-vegas-nevada","89102","US","Las Vegas","Nevada","NV","Clark",36.1433,-115.2004,"Clark County","NV",32003,"H1",FALSE
"Concentra Urgent Care - Henderson","149 North Gibson Road  Henderson, NV   ZIP 89014","(702) 558-6275","https://urgentcarelist.com/directory/state-nv-nevada","https://urgentcarelist.com/directory/urgent-care-in-henderson-nevada","89014","US","Henderson","Nevada","NV","Clark",36.0564,-115.078,"Clark County","NV",32003,"H1",FALSE
"Family Urgent care","1600 West Sunset Road  Henderson, NV   ZIP 89014","(702) 898-7052","https://urgentcarelist.com/directory/state-nv-nevada","https://urgentcarelist.com/directory/urgent-care-in-henderson-nevada","89014","US","Henderson","Nevada","NV","Clark",36.0564,-115.078,"Clark County","NV",32003,"H1",FALSE
"Galleria Urgent Care","600 Whitney Ranch Drive  Henderson, NV   ZIP 89014","","https://urgentcarelist.com/directory/state-nv-nevada","https://urgentcarelist.com/directory/urgent-care-in-henderson-nevada","89014","US","Henderson","Nevada","NV","Clark",36.0564,-115.078,"Clark County","NV",32003,"H1",FALSE
"Good Night Pediatrics","2651 North Green Valley Parkway #101d  Henderson, NV   ZIP 89014","(702) 939-6800","https://urgentcarelist.com/directory/state-nv-nevada","https://urgentcarelist.com/directory/urgent-care-in-henderson-nevada","89014","US","Henderson","Nevada","NV","Clark",36.0564,-115.078,"Clark County","NV",32003,"H1",FALSE
"Legacy Urgent Care","105 North Pecos Road #111  Henderson, NV   ZIP 89074","(702) 263-4555","https://urgentcarelist.com/directory/state-nv-nevada","https://urgentcarelist.com/directory/urgent-care-in-henderson-nevada","89074","US","Henderson","Nevada","NV","Clark",36.0384,-115.0857,"Clark County","NV",32003,"H1",FALSE
"Optum Clinic + Urgent Care","75 South Valle Verde Drive  Henderson, NV   ZIP 89012","(702) 677-3360","https://urgentcarelist.com/directory/state-nv-nevada","https://urgentcarelist.com/directory/urgent-care-in-henderson-nevada","89012","US","Henderson","Nevada","NV","Clark",36.0119,-115.0433,"Clark County","NV",32003,"H1",FALSE
"Urgent Care Extra","2269 North Green Valley Parkway  Henderson, NV   ZIP 89014","(702) 855-0500","https://urgentcarelist.com/directory/state-nv-nevada","https://urgentcarelist.com/directory/urgent-care-in-henderson-nevada","89014","US","Henderson","Nevada","NV","Clark",36.0564,-115.078,"Clark County","NV",32003,"H1",FALSE
"Urgent Care Extra","585 College Drive  Henderson, NV   ZIP 89015","(725) 777-3200","https://urgentcarelist.com/directory/state-nv-nevada","https://urgentcarelist.com/directory/urgent-care-in-henderson-nevada","89015","US","Henderson","Nevada","NV","Clark",36.0357,-114.9718,"Clark County","NV",32003,"H1",FALSE
"Urgent Care Extra","10652 South Eastern Avenue  Henderson, NV   ZIP 89052","(702) 476-2800","https://urgentcarelist.com/directory/state-nv-nevada","https://urgentcarelist.com/directory/urgent-care-in-henderson-nevada","89052","US","Henderson","Nevada","NV","Clark",35.9878,-115.1167,"Clark County","NV",32003,"H1",FALSE
"Concentra Urgent Care - Reno South","6410 South Virginia Street  Reno, NV   ZIP 89511","(775) 322-5757","https://urgentcarelist.com/directory/state-nv-nevada","https://urgentcarelist.com/directory/urgent-care-in-reno-nevada","89511","US","Reno","Nevada","NV","Washoe",39.4151,-119.7668,"Washoe County","NV",32031,"H1",FALSE
"Renown Health Urgent Care - Damonte Ranch","197 Damonte Ranch Pkwy, Suite A-B, Reno, NV 89521, United States  Reno, NV   ZIP 89521","(775) 982-5000","https://urgentcarelist.com/directory/state-nv-nevada","https://urgentcarelist.com/directory/urgent-care-in-reno-nevada","89521","US","Reno","Nevada","NV","Washoe",39.3809,-119.6859,"Storey County","NV",32029,"H1",FALSE
"Renown Health Urgent Care - Damonte Ranch","197 Damonte Ranch Pkwy, Suite A-B, Reno, NV 89521, United States  Reno, NV   ZIP 89521","(775) 982-5000","https://urgentcarelist.com/directory/state-nv-nevada","https://urgentcarelist.com/directory/urgent-care-in-reno-nevada","89521","US","Reno","Nevada","NV","Washoe",39.3809,-119.6859,"Washoe County","NV",32031,"H1",TRUE
"Renown Health Urgent Care - N Hills","1075 North Hills Boulevard  Reno, NV   ZIP 89506","(775) 982-5000","https://urgentcarelist.com/directory/state-nv-nevada","https://urgentcarelist.com/directory/urgent-care-in-reno-nevada","89506","US","Reno","Nevada","NV","Washoe",39.6412,-119.8735,"Washoe County","NV",32031,"H1",FALSE
"Renown Health Urgent Care","10085 Double R Boulevard #120  Reno, NV   ZIP 89521","(775) 982-5000","https://urgentcarelist.com/directory/state-nv-nevada","https://urgentcarelist.com/directory/urgent-care-in-reno-nevada","89521","US","Reno","Nevada","NV","Washoe",39.3809,-119.6859,"Storey County","NV",32029,"H1",FALSE
"Renown Health Urgent Care","10085 Double R Boulevard #120  Reno, NV   ZIP 89521","(775) 982-5000","https://urgentcarelist.com/directory/state-nv-nevada","https://urgentcarelist.com/directory/urgent-care-in-reno-nevada","89521","US","Reno","Nevada","NV","Washoe",39.3809,-119.6859,"Washoe County","NV",32031,"H1",TRUE
"Renown Health Urgent Care - Ryland","975 Ryland Street  Reno, NV   ZIP 89502","(775) 982-5000","https://urgentcarelist.com/directory/state-nv-nevada","https://urgentcarelist.com/directory/urgent-care-in-reno-nevada","89502","US","Reno","Nevada","NV","Washoe",39.4972,-119.7764,"Washoe County","NV",32031,"H1",FALSE
"Renown Health Urgent Care - Summit Ridge","4791 Summit Ridge Drive  Reno, NV   ZIP 89521","(775) 982-5000","https://urgentcarelist.com/directory/state-nv-nevada","https://urgentcarelist.com/directory/urgent-care-in-reno-nevada","89521","US","Reno","Nevada","NV","Washoe",39.3809,-119.6859,"Storey County","NV",32029,"H1",FALSE
"Renown Health Urgent Care - Summit Ridge","4791 Summit Ridge Drive  Reno, NV   ZIP 89521","(775) 982-5000","https://urgentcarelist.com/directory/state-nv-nevada","https://urgentcarelist.com/directory/urgent-care-in-reno-nevada","89521","US","Reno","Nevada","NV","Washoe",39.3809,-119.6859,"Washoe County","NV",32031,"H1",TRUE
"Saint Mary's Primary & Urgent Care - Northwest Reno","1595 Robb Drive #2  Reno, NV   ZIP 89523","(775) 770-7580","https://urgentcarelist.com/directory/state-nv-nevada","https://urgentcarelist.com/directory/urgent-care-in-reno-nevada","89523","US","Reno","Nevada","NV","Washoe",39.5249,-119.9031,"Washoe County","NV",32031,"H1",FALSE
"Urgent Care Northwest Reno","Reno, NV 89502, United States  Reno, NV   ZIP 89502","","https://urgentcarelist.com/directory/state-nv-nevada","https://urgentcarelist.com/directory/urgent-care-in-reno-nevada","89502","US","Reno","Nevada","NV","Washoe",39.4972,-119.7764,"Washoe County","NV",32031,"H1",FALSE
"Washoe Pediatric Urgent Care","1001 Jones Street  Reno, NV   ZIP 89503","(775) 322-1899","https://urgentcarelist.com/directory/state-nv-nevada","https://urgentcarelist.com/directory/urgent-care-in-reno-nevada","89503","US","Reno","Nevada","NV","Washoe",39.5354,-119.8374,"Washoe County","NV",32031,"H1",FALSE
"Concentra Urgent Care - Sparks","255 Glendale Avenue #12  Sparks, NV   ZIP 89431","(775) 356-8181","https://urgentcarelist.com/directory/state-nv-nevada","https://urgentcarelist.com/directory/urgent-care-in-sparks-nevada","89431","US","Sparks","Nevada","NV","Washoe",39.5473,-119.7556,"Washoe County","NV",32031,"H1",FALSE
"Renown Health Urgent Care - Los Altos","202 Los Altos Parkway  Sparks, NV   ZIP 89436","(775) 982-5000","https://urgentcarelist.com/directory/state-nv-nevada","https://urgentcarelist.com/directory/urgent-care-in-sparks-nevada","89436","US","Sparks","Nevada","NV","Washoe",39.6269,-119.7081,"Washoe County","NV",32031,"H1",FALSE
"Renown Health Urgent Care - Vista","910 Vista Boulevard  Sparks, NV   ZIP 89434","(775) 982-5000","https://urgentcarelist.com/directory/state-nv-nevada","https://urgentcarelist.com/directory/urgent-care-in-sparks-nevada","89434","US","Sparks","Nevada","NV","Washoe",39.5502,-119.7178,"Storey County","NV",32029,"H1",FALSE
"Renown Health Urgent Care - Vista","910 Vista Boulevard  Sparks, NV   ZIP 89434","(775) 982-5000","https://urgentcarelist.com/directory/state-nv-nevada","https://urgentcarelist.com/directory/urgent-care-in-sparks-nevada","89434","US","Sparks","Nevada","NV","Washoe",39.5502,-119.7178,"Washoe County","NV",32031,"H1",TRUE
"St Mary's Urgent Care","5070 Ion Drive #100  Sparks, NV   ZIP 89436","(775) 770-7727","https://urgentcarelist.com/directory/state-nv-nevada","https://urgentcarelist.com/directory/urgent-care-in-sparks-nevada","89436","US","Sparks","Nevada","NV","Washoe",39.6269,-119.7081,"Washoe County","NV",32031,"H1",FALSE
"Allied Family Urgent Care","1802 North Carson Street  Carson City, NV   ZIP 89701","(775) 887-0600","https://urgentcarelist.com/directory/state-nv-nevada","https://urgentcarelist.com/directory/urgent-care-in-carson-city-nevada","89701","US","Carson City","Nevada","NV","Carson City (city)",39.1507,-119.7459,"Douglas County","NV",32005,"H1",FALSE
"Allied Family Urgent Care","1802 North Carson Street  Carson City, NV   ZIP 89701","(775) 887-0600","https://urgentcarelist.com/directory/state-nv-nevada","https://urgentcarelist.com/directory/urgent-care-in-carson-city-nevada","89701","US","Carson City","Nevada","NV","Carson City (city)",39.1507,-119.7459,"Carson City","NV",32510,"C7",TRUE
"Carson Tahoe Urgent Care","1201 South Carson Street  Carson City, NV   ZIP 89701","(775) 445-7330","https://urgentcarelist.com/directory/state-nv-nevada","https://urgentcarelist.com/directory/urgent-care-in-carson-city-nevada","89701","US","Carson City","Nevada","NV","Carson City (city)",39.1507,-119.7459,"Douglas County","NV",32005,"H1",FALSE
"Carson Tahoe Urgent Care","1201 South Carson Street  Carson City, NV   ZIP 89701","(775) 445-7330","https://urgentcarelist.com/directory/state-nv-nevada","https://urgentcarelist.com/directory/urgent-care-in-carson-city-nevada","89701","US","Carson City","Nevada","NV","Carson City (city)",39.1507,-119.7459,"Carson City","NV",32510,"C7",TRUE
"Concentra Urgent Care","3488 Goni Road #141  Carson City, NV   ZIP 89706","(775) 887-5030","https://urgentcarelist.com/directory/state-nv-nevada","https://urgentcarelist.com/directory/urgent-care-in-carson-city-nevada","89706","US","Carson City","Nevada","NV","Carson City (city)",39.2025,-119.7526,"Lyon County","NV",32019,"H1",FALSE
"Concentra Urgent Care","3488 Goni Road #141  Carson City, NV   ZIP 89706","(775) 887-5030","https://urgentcarelist.com/directory/state-nv-nevada","https://urgentcarelist.com/directory/urgent-care-in-carson-city-nevada","89706","US","Carson City","Nevada","NV","Carson City (city)",39.2025,-119.7526,"Carson City","NV",32510,"C7",TRUE
"A+ Urgent Care","976 Mountain City Highway  Elko, NV   ZIP 89801","(775) 777-7587","https://urgentcarelist.com/directory/state-nv-nevada","https://urgentcarelist.com/directory/urgent-care-in-elko-nevada","89801","US","Elko","Nevada","NV","Elko",40.9056,-115.5344,"Elko County","NV",32007,"H1",FALSE
"Cleveland Clinic Lou Ruvo Center for Brain Health - Elko","380 Court Street  Elko, NV   ZIP 89801","(775) 738-0100","https://urgentcarelist.com/directory/state-nv-nevada","https://urgentcarelist.com/directory/urgent-care-in-elko-nevada","89801","US","Elko","Nevada","NV","Elko",40.9056,-115.5344,"Elko County","NV",32007,"H1",FALSE
